Sample_ID_phyloseq,tax_id,count_16s,species,genus,family,order,class,phylum,superkingdom,Latitude,Longitude,Morphology_species,Sex,Age,Weight_g,Location_type,Date,conc_16s__PCR,Gene,Sample_ID,barcode_16s,is_control,sample_or_control
R36__barcode40,3508,177.67351995500334,stercoricanis;,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,52,Bush,24.03.2023,11,16s,R36,barcode40,FALSE,sample
R25__barcode29,3508,71.09099484,stercoricanis;,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21,16s,R25,barcode29,FALSE,sample
R22__barcode26,3508,12.500902778698538,stercoricanis;,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6,16s,R22,barcode26,FALSE,sample
R47__barcode51,3537,342.7561452489184,NA,Tyzzerella,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.583613,18.186369,Elephantulus_intufi,unidentified,adult,63,Bush,25.03.2023,27,16s,R47,barcode51,FALSE,sample
R04__barcode06,3537,11.012454505093748,NA,Tyzzerella,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,juvenile,7,Indoors,22.03.2023,18.3,16s,R04,barcode06,FALSE,sample
R29__barcode33,3537,10.80249339467376,NA,Tyzzerella,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683382,18.16094,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,33,16s,R29,barcode33,FALSE,sample
R39__barcode43,3537,31.99644484613867,NA,Tyzzerella,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5,16s,R39,barcode43,FALSE,sample
R50__barcode54,3537,18.16443796215973,NA,Tyzzerella,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.579395,18.192067,Micaelamys_namaquesnsis,female,adult,36,Bush,26.03.2023,12,16s,R50,barcode54,FALSE,sample
R22__barcode26,3537,11.146134912016198,NA,Tyzzerella,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6,16s,R22,barcode26,FALSE,sample
R47__barcode51,358,186.0790834750862,NA,[Eubacterium] fissicatena group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.583613,18.186369,Elephantulus_intufi,unidentified,adult,63,Bush,25.03.2023,27,16s,R47,barcode51,FALSE,sample
R38__barcode42,36,68.87123794411814,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,14,16s,R38,barcode42,FALSE,sample
R05__barcode08,36,22.744348020402967,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,2.1,16s,R05,barcode08,FALSE,sample
R04__barcode06,36,1001.3504435927248,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,juvenile,7,Indoors,22.03.2023,18.3,16s,R04,barcode06,FALSE,sample
R28__barcode32,36,39.835112104648594,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,20.8,16s,R28,barcode32,FALSE,sample
R55__barcode59,36,78.48600527,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.577246,18.191356,Micaelamys_namaquesnsis,female,adult,51,Bush,26.03.2023,29,16s,R55,barcode59,FALSE,sample
R03__barcode05,36,14.82704907912918,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.578856,18.190222,Mastomy_coucha,male,adult,32.5,Bush,22.03.2023,0.18,16s,R03,barcode05,FALSE,sample
R29__barcode33,36,109.87870932511944,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.683382,18.16094,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,33,16s,R29,barcode33,FALSE,sample
R06__barcode10,36,1077.2003440177923,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,28,16s,R06,barcode10,FALSE,sample
R33__barcode37,36,501.56725018497633,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,27.4,16s,R33,barcode37,FALSE,sample
R56__barcode60,36,38.72268036862523,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72,16s,R56,barcode60,FALSE,sample
R10__barcode14,36,40.74401948895722,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4,16s,R10,barcode14,FALSE,sample
R39__barcode43,36,377.3685085496203,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5,16s,R39,barcode43,FALSE,sample
R11__barcode15,36,21.871270483878227,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15,16s,R11,barcode15,FALSE,sample
R25__barcode29,36,23.244429917337147,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21,16s,R25,barcode29,FALSE,sample
R06__barcode09,36,1065.2745933370522,NA,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteriota,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,30,16s,R06,barcode09,FALSE,sample
C1__barcode61,3714,142,NA,Gemella,Gemellaceae,Staphylococcales,Bacilli,Firmicutes,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,0.4,16s,C1,barcode61,TRUE,control
R36__barcode40,3714,19.99417434,NA,Gemella,Gemellaceae,Staphylococcales,Bacilli,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,52,Bush,24.03.2023,11,16s,R36,barcode40,FALSE,sample
R54__barcode58,3733,46.41658354180529,NA,Anaerosporobacter,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24,16s,R54,barcode58,FALSE,sample
R36__barcode40,3733,134.26465490923184,NA,Anaerosporobacter,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,52,Bush,24.03.2023,11,16s,R36,barcode40,FALSE,sample
R47__barcode51,3776,69.98751904264391,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.583613,18.186369,Elephantulus_intufi,unidentified,adult,63,Bush,25.03.2023,27,16s,R47,barcode51,FALSE,sample
R38__barcode42,3776,16.204464739878865,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,14,16s,R38,barcode42,FALSE,sample
R45__barcode49,3776,32.99991353819299,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.586753,18.184711,Micaelamys_namaquesnsis,male,adult,55,Bush,25.03.2023,16,16s,R45,barcode49,FALSE,sample
R04__barcode06,3776,142.47070870160286,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,juvenile,7,Indoors,22.03.2023,18.3,16s,R04,barcode06,FALSE,sample
R41__barcode45,3776,89.81504570237014,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27,16s,R41,barcode45,FALSE,sample
R35__barcode39,3776,76.97851232176536,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,61,Bush,24.03.2023,3.2,16s,R35,barcode39,FALSE,sample
R46__barcode50,3776,267.97096580828315,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.583613,18.186369,Mastomy_coucha,female,adult,45,Bush,25.03.2023,25,16s,R46,barcode50,FALSE,sample
R28__barcode32,3776,58.23044573218083,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,20.8,16s,R28,barcode32,FALSE,sample
R42__barcode46,3776,36.33349660114348,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683512,18.161339,Thallomys_paedulcus,male,adult,71,Chickens,24.03.2023,28,16s,R42,barcode46,FALSE,sample
R12__barcode16,3776,135.47517947077873,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.615088,18.192674,Micaelamys_namaquesnsis,male,adult,60,House_outdoors,23.03.2023,17.7,16s,R12,barcode16,FALSE,sample
R07__barcode11,3776,32.00165839989876,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,28,16s,R07,barcode11,FALSE,sample
R19__barcode24,3776,22.98071670555222,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.615737,18.192335,Micaelamys_namaquesnsis,male,adult,56,House_outdoors,23.03.2023,16,16s,R19,barcode24,FALSE,sample
R49__barcode53,3776,15.000000611948137,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.579136,18.194229,Micaelamys_namaquesnsis,male,adult,57,Bush,26.03.2023,31,16s,R49,barcode53,FALSE,sample
R48__barcode52,3776,14,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.582935,18.186706,Micaelamys_namaquesnsis,male,adult,62,Bush,25.03.2023,16,16s,R48,barcode52,FALSE,sample
R44__barcode48,3776,22.94093611670339,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683512,18.161339,House_mouse,male,NA,12,Chickens,24.03.2023,38,16s,R44,barcode48,FALSE,sample
R03__barcode04,3776,392.9537641535088,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.578856,18.190222,Mastomy_coucha,male,adult,32.5,Bush,22.03.2023,22.8,16s,R03,barcode04,FALSE,sample
R26__barcode30,3776,103.81070095903075,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,44,Farm,23.03.2023,24,16s,R26,barcode30,FALSE,sample
R40__barcode44,3776,30.997433311428555,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,56,Chickens,24.03.2023,18,16s,R40,barcode44,FALSE,sample
R32__barcode36,3776,248.7157400064885,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,16.3,16s,R32,barcode36,FALSE,sample
R30__barcode34,3776,65.0876218,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,32,16s,R30,barcode34,FALSE,sample
R56__barcode60,3776,106.82633542631336,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72,16s,R56,barcode60,FALSE,sample
R27__barcode31,3776,90.19711532859706,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,23.8,16s,R27,barcode31,FALSE,sample
R10__barcode14,3776,47.75023485815768,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4,16s,R10,barcode14,FALSE,sample
R21__barcode25,3776,43.29112358396137,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,38,Farm,23.03.2023,19,16s,R21,barcode25,FALSE,sample
R31__barcode35,3776,188.65159481891808,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,20,16s,R31,barcode35,FALSE,sample
R02__barcode03,3776,67.05614031502076,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,43.5,Outdoor_kitchen,22.03.2023,9.444,16s,R02,barcode03,FALSE,sample
R37__barcode41,3776,31.686042925374068,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,62,Bush,24.03.2023,18,16s,R37,barcode41,FALSE,sample
R15__barcode19,3776,199.06958947928135,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613508,18.192469,Micaelamys_namaquesnsis,male,adult,54,House_outdoors,23.03.2023,8,16s,R15,barcode19,FALSE,sample
R52__barcode56,3776,32.2453446,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,28,Bush,26.03.2023,30,16s,R52,barcode56,FALSE,sample
R23__barcode27,3776,13.898681822009491,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,30,Farm,23.03.2023,17,16s,R23,barcode27,FALSE,sample
R54__barcode58,3776,176.54356413004976,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24,16s,R54,barcode58,FALSE,sample
R39__barcode43,3776,117.40871916156344,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5,16s,R39,barcode43,FALSE,sample
R11__barcode15,3776,18.90922940917801,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15,16s,R11,barcode15,FALSE,sample
R34__barcode38,3776,48.99387372828521,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683846,18.160353,Micaelamys_namaquesnsis,male,juvenile,19,Bush,24.03.2023,12,16s,R34,barcode38,FALSE,sample
R13__barcode17,3776,43.43905892329759,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,30,16s,R13,barcode17,FALSE,sample
R25__barcode29,3776,171.11275676704628,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21,16s,R25,barcode29,FALSE,sample
R20__barcode23,3776,35.001522257987254,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,45,Farm,23.03.2023,26,16s,R20,barcode23,FALSE,sample
R14__barcode18,3776,37,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613508,18.192469,Micaelamys_namaquesnsis,male,juvenile,NA,House_outdoors,23.03.2023,11,16s,R14,barcode18,FALSE,sample
R05__barcode07,3776,98.65149991001095,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,6.38,16s,R05,barcode07,FALSE,sample
R50__barcode54,3776,60.910030684163225,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.579395,18.192067,Micaelamys_namaquesnsis,female,adult,36,Bush,26.03.2023,12,16s,R50,barcode54,FALSE,sample
R16__barcode20,3776,81.99720958338446,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613508,18.192469,Mastomy_coucha,male,adult,44,House_outdoors,23.03.2023,18,16s,R16,barcode20,FALSE,sample
R53__barcode57,3776,26.05166580069035,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.579016,18.190399,Micaelamys_namaquesnsis,male,adult,39,Bush,26.03.2023,27,16s,R53,barcode57,FALSE,sample
R01__barcode01,3776,112.13523783507716,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,5.92,16s,R01,barcode01,FALSE,sample
R01__barcode02,3776,607.2621465280571,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,11.6,16s,R01,barcode02,FALSE,sample
R51__barcode55,3776,105.00589586922442,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,40,Bush,26.03.2023,18,16s,R51,barcode55,FALSE,sample
R18__barcode22,3776,139.24848365726194,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.615737,18.192335,Mastomy_coucha,male,adult,34,House_outdoors,23.03.2023,11.7,16s,R18,barcode22,FALSE,sample
R07__barcode12,3776,74.98526698898962,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,20,16s,R07,barcode12,FALSE,sample
R24__barcode28,3776,74.24487240420757,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,33,Farm,23.03.2023,17,16s,R24,barcode28,FALSE,sample
R06__barcode09,3776,16.000000000000274,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,30,16s,R06,barcode09,FALSE,sample
R22__barcode26,3776,110.11622709816314,NA,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6,16s,R22,barcode26,FALSE,sample
R14__barcode18,38,28.00125612448809,NA,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,-22.613508,18.192469,Micaelamys_namaquesnsis,male,juvenile,NA,House_outdoors,23.03.2023,11,16s,R14,barcode18,FALSE,sample
R47__barcode51,394,15.36702489610467,NA,Prevotella_9,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.583613,18.186369,Elephantulus_intufi,unidentified,adult,63,Bush,25.03.2023,27,16s,R47,barcode51,FALSE,sample
R41__barcode45,394,24.86841461689379,NA,Prevotella_9,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27,16s,R41,barcode45,FALSE,sample
R46__barcode50,394,32.781963424600434,NA,Prevotella_9,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.583613,18.186369,Mastomy_coucha,female,adult,45,Bush,25.03.2023,25,16s,R46,barcode50,FALSE,sample
R03__barcode04,394,74.66324639321321,NA,Prevotella_9,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.578856,18.190222,Mastomy_coucha,male,adult,32.5,Bush,22.03.2023,22.8,16s,R03,barcode04,FALSE,sample
R32__barcode36,394,64.24842502,NA,Prevotella_9,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,16.3,16s,R32,barcode36,FALSE,sample
R11__barcode15,394,35.00565790213051,NA,Prevotella_9,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15,16s,R11,barcode15,FALSE,sample
R25__barcode29,394,22.84156434209096,NA,Prevotella_9,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21,16s,R25,barcode29,FALSE,sample
R01__barcode02,394,13.167082026897717,NA,Prevotella_9,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,11.6,16s,R01,barcode02,FALSE,sample
R22__barcode26,394,20.02650225404708,NA,Prevotella_9,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6,16s,R22,barcode26,FALSE,sample
R47__barcode51,3972,423.3997830108852,NA,Dorea,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.583613,18.186369,Elephantulus_intufi,unidentified,adult,63,Bush,25.03.2023,27,16s,R47,barcode51,FALSE,sample
R47__barcode51,4072,373.4105757036935,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.583613,18.186369,Elephantulus_intufi,unidentified,adult,63,Bush,25.03.2023,27,16s,R47,barcode51,FALSE,sample
R38__barcode42,4072,358.7885711695565,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,14,16s,R38,barcode42,FALSE,sample
R45__barcode49,4072,5683.558897009665,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.586753,18.184711,Micaelamys_namaquesnsis,male,adult,55,Bush,25.03.2023,16,16s,R45,barcode49,FALSE,sample
R05__barcode08,4072,1088.1967941225575,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,2.1,16s,R05,barcode08,FALSE,sample
R04__barcode06,4072,3076.918847176109,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,juvenile,7,Indoors,22.03.2023,18.3,16s,R04,barcode06,FALSE,sample
R41__barcode45,4072,914.6292094538504,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27,16s,R41,barcode45,FALSE,sample
R35__barcode39,4072,520.1247802703222,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,61,Bush,24.03.2023,3.2,16s,R35,barcode39,FALSE,sample
R46__barcode50,4072,599.0341665671057,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.583613,18.186369,Mastomy_coucha,female,adult,45,Bush,25.03.2023,25,16s,R46,barcode50,FALSE,sample
R28__barcode32,4072,2028.9707420355091,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,20.8,16s,R28,barcode32,FALSE,sample
R42__barcode46,4072,330.3003490894675,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.683512,18.161339,Thallomys_paedulcus,male,adult,71,Chickens,24.03.2023,28,16s,R42,barcode46,FALSE,sample
R12__barcode16,4072,6417.123766750984,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615088,18.192674,Micaelamys_namaquesnsis,male,adult,60,House_outdoors,23.03.2023,17.7,16s,R12,barcode16,FALSE,sample
R07__barcode11,4072,336.91975462133723,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,28,16s,R07,barcode11,FALSE,sample
R19__barcode24,4072,5492.077199257243,NA,Lachnospiraceae NK4A136 group,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,-22.615737,18.192335,Micaelamys_namaquesnsis,male,adult,56,House_outdoors,23.03.2023,16,16s,R19,barcode24,FALSE,sample
